Text,agg_Label,Cluster,Predicted Sentiment,Real Sentiment
last song really go httpblipfmjbvo,0,Cluster 1,Negative,Neutral
got twitter friends add none friends twitter,0,Cluster 1,Negative,Positive
great day yesterday good win forest celebratory staying drinks trip unsuccesful bbq stellas scream,0,Cluster 1,Negative,Positive
going attempt cook chunky beef mushroom pie tonight mmm im hungry already,0,Cluster 1,Negative,Neutral
oh gosh loved,0,Cluster 1,Negative,Positive
first impression considerably slower boot beta,0,Cluster 1,Negative,Neutral
miss shes gone whoolllleeee weekend boo hoo,0,Cluster 1,Negative,Neutral
post warhammer blog anyone interested httpbitlyuwlm,0,Cluster 1,Negative,Neutral
culture day love im telling graf culture study,0,Cluster 1,Negative,Neutral
first time im going home early sucks b single one call,0,Cluster 1,Negative,Neutral
hope see soon,0,Cluster 1,Negative,Positive
oh im sorry feel pain cant kill either im always one finds,0,Cluster 1,Negative,Neutral
slightly less disturbed night good thing looking forward quality time toadtastic boy,0,Cluster 1,Negative,Neutral
thats cold,0,Cluster 1,Negative,Neutral
back home man im hungry getting readyshopping,0,Cluster 1,Negative,Neutral
hotness personified,0,Cluster 1,Negative,Neutral
got back,0,Cluster 1,Negative,Neutral
home,0,Cluster 1,Negative,Neutral
httptwitpiccomqo brown snake bit duck named elvis anyway ahaha elvis soo cutee nicho,0,Cluster 1,Negative,Neutral
ohhhh dont know older mature lady,0,Cluster 1,Negative,Neutral
purple pusrse pretty someone tell katie holmes,0,Cluster 1,Negative,Neutral
need songs download suggestions ill take anything,0,Cluster 1,Negative,Neutral
good morning tweepsland makin great monday huge shout followers muah muah appreciate,0,Cluster 1,Negative,Positive
dinner family watching wild child car,0,Cluster 1,Negative,Neutral
someone united states liked eleminis httptinyurlcomdhlqt,0,Cluster 1,Negative,Positive
giigglz lmao ight im dun wit faces lmao id rather see urs tho lol,0,Cluster 1,Negative,Neutral
youre missing devil wears prada sad,0,Cluster 1,Negative,Negative
asher better wasnt one better summaries,0,Cluster 1,Negative,Positive
finally going home long night ready crash awesome dreams,0,Cluster 1,Negative,Positive
lol weekend yea ur right text cause im goin rd dont computers bye bye,0,Cluster 1,Negative,Neutral
beckett thanks much,0,Cluster 1,Negative,Positive
hi everyone hoping good week,0,Cluster 1,Negative,Positive
days till county raly tak took,0,Cluster 1,Negative,Neutral
wow really didnt know serious well sucks texas must chock full asbestos,0,Cluster 1,Negative,Positive
relaxing daughter watching friends,0,Cluster 1,Negative,Positive
today say goodbye second good friend week dmp least sun shinning im definately working pm,0,Cluster 1,Negative,Neutral
aitana k way,0,Cluster 1,Negative,Neutral
sitting around alltired,0,Cluster 1,Negative,Neutral
ask create fake competetion declare winner gift return ticket courtesy producers,0,Cluster 1,Negative,Positive
man kickin top hat left invited blues jams session put street musicians harpmanhatter,0,Cluster 1,Negative,Neutral
laying bed one spot smells like vanilla awesome,0,Cluster 1,Negative,Positive
eating nothing drinking water watch movie join,0,Cluster 1,Negative,Neutral
finishing shooting u believe got job done,0,Cluster 1,Negative,Neutral
dont know u r anymore,0,Cluster 1,Negative,Neutral
loving new tv,0,Cluster 1,Negative,Positive
im sadtheres sale sign front house,0,Cluster 1,Negative,Neutral
much stuff car feel mpg going toilet,0,Cluster 1,Negative,Neutral
seems like im person postal voting upcoming election already twice get documents,0,Cluster 1,Negative,Neutral
im mean,0,Cluster 1,Negative,Neutral
idea wtf twitter willing give go going bit,0,Cluster 1,Negative,Neutral
catching holiday expenses two weeks gift grub,0,Cluster 1,Negative,Positive
wow honestly surprising every time try push guy gets injured,0,Cluster 1,Negative,Positive
wooooo twitterberry working good morning everyone,0,Cluster 1,Negative,Neutral
go back,0,Cluster 1,Negative,Neutral
sorryyy milerz cant vote would love vote doesnt works im sad frustraded,0,Cluster 1,Negative,Neutral
dont know like cause ive never ask bout himoh well guess right feel abit better,0,Cluster 1,Negative,Neutral
teeth head hurts,0,Cluster 1,Negative,Negative
awww thats sweet wish could see yourz,0,Cluster 1,Negative,Positive
thats buenohope u feel better,0,Cluster 1,Negative,Neutral
looking accessories livescribe smartpen many sources germany,0,Cluster 1,Negative,Neutral
hey good morning guys,0,Cluster 1,Negative,Neutral
early phonograph industry done rest apm revise berry green rabbit ribena man company,0,Cluster 1,Negative,Neutral
wish parents put chinese school younger itll much easier get job,0,Cluster 1,Negative,Neutral
thats nice way fall asleep,0,Cluster 1,Negative,Neutral
hanging around house thank god friday nina later working global project,0,Cluster 1,Negative,Neutral
phlegmily green house clever ever sooooooo eeeeewwwwww slow clapping get well soon,0,Cluster 1,Negative,Neutral
talk hubby convince thats great present mommies,0,Cluster 1,Negative,Positive
ill thinking many goals united going knock past city bout,0,Cluster 1,Negative,Neutral
got lion hoodie mines still week away number,0,Cluster 1,Negative,Neutral
lol u gothats spirit haha,0,Cluster 1,Negative,Positive
hey guys im going create iphone app thats twitter client called tweetilicious please thoughts,0,Cluster 1,Negative,Neutral
shopping therapuetic im bettering need financing therapy however,0,Cluster 1,Negative,Neutral
pleasure great recipe,0,Cluster 1,Negative,Positive
driving back home forgot piece cake era,0,Cluster 1,Negative,Neutral
httptwitpiccomwhd lauren amazingwell see hills lol seem like great friend,0,Cluster 1,Negative,Positive
fighting sore throat days hard training rest next week sunday race oooohhh suns nope gone,0,Cluster 1,Negative,Neutral
lack sleep leads major head ach,0,Cluster 1,Negative,Neutral
fav song uhhonestly rude u make us choose lol love em,0,Cluster 1,Negative,Positive
totally worth great movie cool glasses miss ya miss miss new york,0,Cluster 1,Negative,Positive
cant sleep throat dry hell ugh still gon wake fabulous,0,Cluster 1,Negative,Positive
thats great idea,0,Cluster 1,Negative,Positive
love makes sooo happy,0,Cluster 1,Negative,Positive
listening cat snore,0,Cluster 1,Negative,Neutral
met lol middle name creepy fgs,0,Cluster 1,Negative,Neutral
hahah loveeee though,0,Cluster 1,Negative,Neutral
lovely night guys full moon thinking going onto roof lol,0,Cluster 1,Negative,Neutral
day pass slowly days rawr,0,Cluster 1,Negative,Neutral
handz well know kind guys idiots,0,Cluster 1,Negative,Positive
work tonight,0,Cluster 1,Negative,Neutral
go get fresh air refresh mind,0,Cluster 1,Negative,Neutral
maybe ill go one day thanks im swined,0,Cluster 1,Negative,Neutral
httptwitpiccomjj ari,0,Cluster 1,Negative,Neutral
laying back fox truck drive race lol,0,Cluster 1,Negative,Neutral
pnutt got new collar leash today httpappsfacebookcomdogbookprofileview,0,Cluster 1,Negative,Neutral
favorite little cartoon movie world,0,Cluster 1,Negative,Neutral
really warm day seattle reeses chocolate melting,0,Cluster 1,Negative,Neutral
starting get cold,0,Cluster 1,Negative,Neutral
yeah plus little far walk pinocchios sushi,0,Cluster 1,Negative,Neutral
u dont even need go options button right top right corner,0,Cluster 1,Negative,Neutral
duncan finally got orders leaves iraq september open invite stay anytime year hell gone,0,Cluster 1,Negative,Neutral
listening broken lifehouse repeat,0,Cluster 1,Negative,Negative
hey yall amazing bamboozle thanks stopping take apicture saturday seemed like rush though,0,Cluster 1,Negative,Positive
wow thats quite long time studying good luck job hunting thoughyes also mac imac side hehe,0,Cluster 1,Negative,Neutral
hi youre amazning actress greets slovenia,0,Cluster 1,Negative,Neutral
id love nicky poo bri howie aj wish happy birthday please please please please pleaseee guys,0,Cluster 1,Negative,Positive
im going go check dj volt,0,Cluster 1,Negative,Neutral
dealing overactive letdown right httpbitlyydhu,0,Cluster 1,Negative,Neutral
cant wait mate goin fantastic made week,0,Cluster 1,Negative,Neutral
wanted sleep friend denmark poked im,0,Cluster 1,Negative,Neutral
first thing said means new album really good second thing dons broken persian,0,Cluster 1,Negative,Neutral
busy wit work business going,0,Cluster 1,Negative,Neutral
goooooodmorning,0,Cluster 1,Negative,Neutral
great photoshoot today chris ryan rolling stone keegan smith fam may opening dave matthews band summer eek,0,Cluster 1,Negative,Neutral
dog nemo cause wimpers every morning leave,0,Cluster 1,Negative,Neutral
apparently left front door wide open going show moms laptops coffee table love area,0,Cluster 1,Negative,Neutral
thank follow looking forward tweets,0,Cluster 1,Negative,Neutral
tell us experience loveeeee youu,0,Cluster 1,Negative,Neutral
exp live,0,Cluster 1,Negative,Neutral
im watching cqc brazilian humor program,0,Cluster 1,Negative,Neutral
unfortunately yesnot outside,0,Cluster 1,Negative,Negative
aaarrrgh sooo want see msg august dammit decent seats expensive booooooo recession,0,Cluster 1,Negative,Neutral
oh em im sorry wuv pieces,0,Cluster 1,Negative,Neutral
st ty follow back nd grrr dont cuz messes able follow others u want ur,0,Cluster 1,Negative,Neutral
someone tell tonight states qld pissed,0,Cluster 1,Negative,Neutral
id prefer observationally insightful call see ice creams fancy tonight,0,Cluster 1,Negative,Neutral
moment well cant find yet lol,0,Cluster 1,Negative,Positive
well thank ill try remember put somewhere,0,Cluster 1,Negative,Positive
called toyota car wont ready til,0,Cluster 1,Negative,Neutral
id plain go crazy,0,Cluster 1,Negative,Neutral
least fridayworking til,0,Cluster 1,Negative,Neutral
listening mcr watching dvds chocolate hehe awesome,0,Cluster 1,Negative,Neutral
roast yummy think mum impressed,0,Cluster 1,Negative,Positive
allo twitter today,0,Cluster 1,Negative,Neutral
long painful miles today knees ache approaching years rough accepting well glasses draft helped,0,Cluster 1,Negative,Positive
httptwitpiccomwry look rosemary back garden camerabags lolo mode,0,Cluster 1,Negative,Neutral
yep im jelous id love miley position haha x,0,Cluster 1,Negative,Positive
im bummed cant wear sweet nike kicks work,0,Cluster 1,Negative,Neutral
make friends real life internet ever level people comfortable,0,Cluster 1,Negative,Neutral
get wonderful toys,0,Cluster 1,Negative,Positive
hey free,0,Cluster 1,Negative,Positive
want talk calls expensive love,0,Cluster 1,Negative,Positive
waste lives httptrimmlou,0,Cluster 1,Negative,Negative
im still waiting oprah touch,0,Cluster 1,Negative,Neutral
better work work minutes lunch work work work actually might dont work hard,0,Cluster 1,Negative,Neutral
sometimes wish prototype mentor,0,Cluster 1,Negative,Neutral
last late late pat kenny bless,0,Cluster 1,Negative,Neutral
heard moving sydney next year im happy,0,Cluster 1,Negative,Neutral
phillips says yes shall say,0,Cluster 1,Negative,Neutral
focused tom much didnt see beloved barack oh must vote poor president votes,0,Cluster 1,Negative,Neutral
ill alright whip may,0,Cluster 1,Negative,Positive
glad im uni anymore,0,Cluster 1,Negative,Neutral
mmm someone come havelunch,0,Cluster 1,Negative,Neutral
im new twitterhi everybody suggestions,0,Cluster 1,Negative,Neutral
oh sweetie im sorry thats last thing needed right hugs,0,Cluster 1,Negative,Positive
greeeeeeeeeeeat summer four classesif know meu know,0,Cluster 1,Negative,Neutral
bom dia frioooo que delcia good luck first day ju,0,Cluster 1,Negative,Neutral
puppy sick,0,Cluster 1,Negative,Negative
wishes rain would stop stupid headache would go away,0,Cluster 1,Negative,Positive
httpisgdiq microsoft released zune also europe hd us,0,Cluster 1,Negative,Neutral
school work thats really u still sac tittle late,0,Cluster 1,Negative,Neutral
working lots overtime week realized booked half day tomorrow week break even,0,Cluster 1,Negative,Neutral
dig sucka booker former wwe wrestler,0,Cluster 1,Negative,Neutral
sister called shes officially labor looks like anna josie getting new cousin today one girl,0,Cluster 1,Negative,Neutral
tired go sleep night everyone,0,Cluster 1,Negative,Neutral
facebook decided im annoying abusive add lots friends least distractions coursework,0,Cluster 1,Negative,Positive
love see,0,Cluster 1,Negative,Positive
morning tackle armhole prob may solution involving tape update,0,Cluster 1,Negative,Neutral
rome without ceasar,0,Cluster 1,Negative,Neutral
dad bought theyre tricky language tho,0,Cluster 1,Negative,Neutral
blood drives area ill keep looking,0,Cluster 1,Negative,Neutral
meeee listening sad music missing ps httpwwwdaytrottercom,0,Cluster 1,Negative,Negative
whats rick,0,Cluster 1,Negative,Neutral
still depressed feline fuzzballits another trip vet tmrw see doneworried doesnt even cover,0,Cluster 1,Negative,Neutral
stupid wireless wont work downstairs,0,Cluster 1,Negative,Neutral
home school today,0,Cluster 1,Negative,Neutral
sounds bit alan partridge aha good morning way,0,Cluster 1,Negative,Neutral
im totally addicted farm town frankly fun fixing laptops studying diseases kill us,0,Cluster 1,Negative,Neutral
follow dont either way really cool tshirts hey johno x,0,Cluster 1,Negative,Neutral
hate weather u lived ure whole life u get used itmay always rainy,0,Cluster 1,Negative,Neutral
guessed leg havent healed old injuries still run though kick ball haha sometimes fell sharp pain,0,Cluster 1,Negative,Neutral
leaving wildwood tomorrow luke says back soon,0,Cluster 1,Negative,Neutral
scary cape guy,0,Cluster 1,Negative,Negative
good next time get oohed know go,0,Cluster 1,Negative,Neutral
hoping better trailer,0,Cluster 1,Negative,Positive
amost,0,Cluster 1,Negative,Neutral
good day lake mirror kids happy get clean cabin today err two outta three aint bad,0,Cluster 1,Negative,Positive
sometimes hurts pets cant talk back us pain would tell us,0,Cluster 1,Negative,Neutral
church went mall parents got new backpack fit schoolbooks laptop,0,Cluster 1,Negative,Neutral
cant believe little brother married,0,Cluster 1,Negative,Neutral
finallythe internet server phoenix,0,Cluster 1,Negative,Neutral
cold,0,Cluster 1,Negative,Neutral
nice meet mike video producer cf miami,0,Cluster 1,Negative,Neutral
left work inventory way easy got put highschool musical cd amazing goodnight goodnight everyone,0,Cluster 1,Negative,Neutral
loved books read host amazing storyteller,0,Cluster 1,Negative,Positive
dont understand whole follow friday thing,0,Cluster 1,Negative,Neutral
watching movie playin computer,0,Cluster 1,Negative,Neutral
