text,cleaned_text,labels
" Not a fan of the layout change of hyperlinks. I don`t like the indentation and, well, I`m clicking and no link shows.",fan layout change hyperlinks dont like indentation well im clicking link shows,1
I just love when all my little brothers friends come over,love little brothers friends come,1
_h786 as ur coming on to here im just off to bed  hows ur day been? x,h ur coming im bed hows ur day x,1
I should be sleep. I have to wake up soooo early,sleep wake soooo early,1
 yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,yeah dnt go dif apps phone sad reason lol,1
http://tinyurl.com/d7tb38 Nice Photoshop Effects,httptinyurlcomdtb nice photoshop effects,1
at a auto shop getting m suv fix ugh more $   http://twitpic.com/66of2,auto shop getting suv fix ugh httptwitpiccomof,1
'family bird is the word' I <3 FAMILY GUY,family bird word family guy,1
" haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!",haha well friends party realized forgot stepmoms bday come home call,1
"Trying to got through my 3,000 + unread e-mail messages. Looks like this what I`ll be doing for the rest of the evening.",trying got unread email messages looks like ill rest evening,1
I feel better today.,feel better today,1
" Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer",thanks tip unfortunately major crash https site extplorer,1
"one final down, two more to go!! wish me luck!! no a great effort!!",one final two go wish luck great effort,1
Happy Mother`s Day 2 all the fabulous moms out there. The world wouldn`t run without us. Keep up the good work! Enjoy ur day,happy mothers day fabulous moms world wouldnt run without us keep good work enjoy ur day,0
 I think i would die if they played Pushit. I missed them when they came last time. When Isis toured with them,think would die played pushit missed came last time isis toured,1
i love me some americana- but no movies to see,love americana movies see,1
 Not had an offer like that for a while,offer like,1
I am sad because I broke my super-awesome giant paper clip I was using for my Italy notes,sad broke superawesome giant paper clip using italy notes,1
Going to French. Anyone want to pick me up?,going french anyone want pick,2
"goodnight loveee, i have to attend extra classes at school tmrw. urgh",goodnight loveee attend extra classes school tmrw urgh,1
 cool photo  is that outside your place?,cool photo outside place,1
"I had a realization today, and it made me sad  But at least the healing can begin.",realization today made sad least healing begin,1
omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho,omg rat ewwwww omg cant wait tha marra ecxcited annabel cant go tho,1
Good morning.,good morning,1
AHHHH! Cant find anything because I have way too much open,ahhhh cant find anything way much open,1
Listening to Metal Shop at Mooneys!! All is good,listening metal shop mooneys good,1
at work booo....,work booo,1
Enjoying d view @ sg flyer,enjoying view sg flyer,1
My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,computer killed combo mirrors edge really poor win thermal managementc gpu one sad game,1
Very succesful Cancertown Launch yesterday,succesful cancertown launch yesterday,1
 goodmorning/night to you too! sleep well,goodmorningnight sleep well,1
"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac",slovakian country side refreshing change compared tarmac cars city boy need tarmac,1
"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey",entering twitter lurk mode time lock keyboard poured whiskey,1
its ok  saw u with joey thought u looked interesting like the same things on  #SanctuarySunday,ok saw u joey thought u looked interesting like things sanctuarysunday,1
" you`re fine - trying to kill off the bots and retweets in a bid to be the least popular person on Twitter. Btw, who are you ??",youre fine trying kill bots retweets bid least popular person twitter btw,1
"Change my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",change hairstylebut isnt good supposed n dont wealth much money hate hairdresser,1
"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",mahalo great show aloha thx makin kauai enjoyed safe trip,1
 - I will see if there`s a used organ shop there & let you know. But why not just sign up to ejamming.com and rock out!,see theres used organ shop let know sign ejammingcom rock,1
OMG - the M&Ms in my pantry are calling my name. I`ve been ignoring them all day. It is driving me completely insane. Too many calories,omg mms pantry calling name ive ignoring day driving completely insane many calories,1
 Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother,nice r ur plans day oh n happy mothers day u happen b mother,0
Yeahhhhhhhhhhhhh friday..and I work tomorrow,yeahhhhhhhhhhhhh fridayand work tomorrow,1
 i bet they will be great bags! Can`t wait!,bet great bags cant wait,1
Site of our first date - Macri`s Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,site first date macris deli closed lunching favorite local greek spot trojan horse instead,1
just slammed my finger in a car dor  FML ow,slammed finger car dor fml ow,1
gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,gets get tommorow collect money relay life yay want get,1
is going home... I`ve seriously had enough,going home ive seriously enough,2
  was wong?,wong,1
  you aint invite me,aint invite,1
hold on to what you`ve got,hold youve got,1
 oh cool you are coming to berlin    ! ! !,oh cool coming berlin,1
" I had a joke for you, but it`s too long to tweet.",joke long tweet,1
I will never eat broadway pizza again.. feelin ill.,never eat broadway pizza feelin ill,1
Gonna miss my gurl while shes on her honeymoon,gon na miss gurl shes honeymoon,1
i can`t stop listening to  new single! (paranoid) it`s so amazing. i love them.,cant stop listening new single paranoid amazing love,1
****.. my legs are sun burned...,legs sun burned,1
 you can turn the bird sounds off if you like in twitterena - check out settings from your home page,turn bird sounds like twitterena check settings home page,1
wants to greet all the moms a Happy Mother`s Day!!,wants greet moms happy mothers day,0
  NOooo FB has been good to me..especially for the love of conversation,noooo fb good meespecially love conversation,1
_Cochran Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...,cochran hi corey saw reply pm long night coming,1
 : heheï¿½I bet you have never looked back!  3 weeks is a long school trip!,hehei bet never looked back weeks long school trip,1
 swimming and tanning was heaven! i blasted music while tanning and was in my own world.,swimming tanning heaven blasted music tanning world,1
"Ohhh me, i am rather bored. How can a friday night be soo boring!",ohhh rather bored friday night soo boring,1
"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,",dlukasrossi lukas amazing wife updates locked hard convince people follow protected profiles,1
is about to eat a hot link torta!!,eat hot link torta,1
installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,installed new modem meant run times faster old one slower hell gah slow internet kills,1
" I`m not sure which part you`re replying to, lol - but BB starts soon",im sure part youre replying lol bb starts soon,1
 think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,think lucky also broke fingers school window sash broke fingers like pancakes sill,1
  Wow.  I hope he gets better... cancer can GTFO.,wow hope gets better cancer gtfo,1
"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride & I rockin` the reception",get tonight httpbitlyqxxhi bridesmaids moms bride rockin reception,1
The parking meter computed 25 plus 25 is 40. I got jipped! And the 10 free minute button didn`t work.,parking meter computed plus got jipped free minute button didnt work,1
"Eating Which Wich, yumm! Dont think I`ve had it since the season ended",eating wich yumm dont think ive since season ended,1
.  he`s in bed sick. Heavy fever. Went to dr`s. Part of the reason i`m watching Aladdin 2 now and still haven`t been fed,hes bed sick heavy fever went drs part reason im watching aladdin still havent fed,1
 if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago,u smell goodness around energy big city pinch butt feel real yes u chicago,1
"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can`t find any other shoes!",taking back horrible shoes mum made get urgggh nasty footwear problem cant find shoes,1
Already back from shopping and about to do a nice monday roast,already back shopping nice monday roast,1
_1210 I`m not going till Wednesday,im going till wednesday,2
 I`ll stop by for a bit when I`m off.  But have to rush to rehearsal - no quiet for me tonight.,ill stop bit im rush rehearsal quiet tonight,1
 Aye. Now I want cheesecake,aye want cheesecake,1
